images,name,class,pi,category,transmission,power_hp,weight_lbs,price,speed,handling,acceleration,breaking
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_230.jpg,2015 Audi TTS COUPE,A,740,MODERN SPORTS CARS,AWD,310,3053,52000,7.4,6.4,7.3,5.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_183.jpg,2013 Audi COUPE R8 V10 PLUS 5.2 FSI QUATTRO,S1,824,MODERN SUPERCARS,AWD,542,3682,290000,7.8,7.2,8.5,7.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_234.jpg,2013 Audi RS 4 AVANT,A,750,SUPER SALOONS,AWD,444,3957,83000,7.5,6.2,7.0,6.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_054.jpg,2013 Audi RS 7 SPORTBACK,A,761,SUPER SALOONS,AWD,552,4310,225000,8.0,6.1,8.3,6.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_089.jpg,2011 Audi RS 3 SPORTBACK,B,699,SUPER HOT HATCH,AWD,335,3472,42000,6.7,6.1,6.8,6.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_398.jpg,2011 Audi RS 5 COUPE,A,750,SUPER SALOONS,AWD,442,3829,88000,7.3,6.5,7.3,7.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_045.jpg,2010 Audi TT RS COUPE,A,722,MODERN SPORTS CARS,AWD,335,3294,66000,7.2,6.3,7.3,6.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_053.jpg,2009 Audi RS6,A,743,SUPER SALOONS,AWD,570,4376,155000,8.0,6.2,7.6,6.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_233.jpg,2006 Audi RS 4,A,729,SUPER SALOONS,AWD,420,3638,53000,7.5,6.2,7.5,6.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_211.jpg,2003 Audi RS 6,A,710,RETRO SALOONS,AWD,450,4023,105000,7.4,5.9,6.7,5.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_030.jpg,2001 Audi RS 4 AVANT,B,695,RETRO SALOONS,AWD,375,4012,94000,7.1,6.0,7.1,5.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_212.jpg,1995 Audi RS 2 AVANT,B,616,RETRO SALOONS,AWD,311,3516,50000,6.7,5.3,6.6,5.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_469.jpg,1986 Audi #2 AUDI SPORT QUATTRO S1,S1,850,RALLY MONSTERS,AWD,469,2403,375000,6.9,8.0,9.5,8.1
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_462.jpg,1983 Audi SPORT QUATTRO,B,621,RETRO RALLY,AWD,306,2806,175000,6.4,5.2,7.1,5.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_251.jpg,1964 Austin FX4 TAXI,D,100,CULT CARS,RWD,68,3527,20000,4.5,3.8,3.6,3.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_731.jpg?v=1,1924 Austin SEVEN,D,100,RARE CLASSICS,RWD,11,772,250000,3.1,4.1,3.0,4.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_339.jpg,1965 Austin-Healey 3000 MKIII,D,326,CLASSIC SPORTS CARS,RWD,148,2604,50000,5.7,4.0,5.1,3.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_340.jpg,1958 Austin-Healey SPRITE MKI,D,100,CLASSIC SPORTS CARS,RWD,46,802,20000,4.3,4.0,3.9,3.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_181.jpg,1939 Auto Union TYPE D,B,692,VINTAGE RACERS,RWD,485,2815,10000000,8.7,5.1,6.0,4.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_173.jpg,2014 BAC MONO,S1,900,TRACK TOYS,RWD,280,1354,160000,6.8,10.0,7.5,10.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_139.jpg,2017 Bentley CONTINENTAL SUPERSPORTS,A,798,GT CARS,AWD,700,5029,200000,8.0,6.3,9.2,7.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_326.jpg,2016 Bentley BENTAYGA,A,758,SPORTS UTILITY HEROES,AWD,599,5340,180000,7.5,6.1,7.6,6.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_140.jpg,2013 Bentley CONTINENTAL GT SPEED,A,774,GT CARS,AWD,617,5115,242000,8.0,6.3,7.8,6.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_504.jpg,2013 Bentley CONTINENTAL GT SPEED FORZA EDITION,S1,835,TRACK TOYS,AWD,617,5115,492000,8.0,7.9,7.9,8.1
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_705.jpg?v=1,1991 Bentley TURBO R,C,546,RETRO SALOONS,RWD,329,5313,250000,6.2,5.0,4.9,4.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_180.jpg,1931 Bentley 4-1/2 LITER SUPERCHARGED,D,200,VINTAGE RACERS,RWD,174,4396,10000000,4.8,3.7,4.0,3.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_421.jpg,1931 Bentley 8-LITER,D,176,RARE CLASSICS,RWD,220,5600,1500000,4.8,3.7,4.7,3.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_595.jpg?v=1,2019 BMW Z4 Roadster,A,772,MODERN SPORTS CARS,RWD,382,3252,35000,7.2,6.7,6.8,6.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_517.jpg?v=2,2018 BMW i8 ROADSTER,A,776,MODERN SUPERCARS,AWD,357,3671,150000,7.6,6.4,8.5,6.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_545.jpg?v=3,2018 BMW M5,S1,806,SUPER SALOONS,AWD,599,4370,105000,8.0,6.5,9.3,7.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_400.jpg,2016 BMW M2 COUPE,A,737,SUPER SALOONS,RWD,365,3450,69000,7.1,6.3,6.4,6.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_342.jpg,2016 BMW M4 GTS,S1,841,TRACK TOYS,RWD,493,3329,135000,7.4,8.1,6.7,8.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_353.jpg,2015 BMW I8,A,785,MODERN SUPERCARS,AWD,357,3380,140000,7.7,6.6,9.0,6.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_327.jpg,2015 BMW X6 M,A,727,SPORTS UTILITY HEROES,AWD,567,5185,130000,7.1,6.0,7.5,5.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_056.jpg,2014 BMW M4 COUPE,A,800,SUPER SALOONS,RWD,430,3389,92000,7.7,6.9,6.5,7.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_314.jpg,2013 BMW M6 COUPE,A,779,GT CARS,RWD,560,4255,120000,7.9,6.3,6.3,6.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_476.jpg,2013 BMW M6 COUPE FORZA EDITION,A,780,GT CARS,RWD,560,4255,370000,7.9,6.3,6.3,6.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_236.jpg,2012 BMW M5,A,790,SUPER SALOONS,RWD,552,4123,112000,7.9,6.6,6.5,6.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_402.jpg,2011 BMW 1 SERIES M COUPE,A,731,SUPER SALOONS,RWD,335,3296,55000,7.0,6.4,6.4,6.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_489.jpg,2011 BMW X5 M,A,708,SPORTS UTILITY HEROES,AWD,547,5368,100000,7.0,5.8,7.4,5.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_391.jpg,2011 BMW Z4 SDRIVE35IS,A,727,MODERN SPORTS CARS,RWD,335,3362,58000,7.2,6.2,6.5,5.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_657.jpg?v=1,2010 BMW M3 GTS,S1,814,TRACK TOYS,RWD,444,3408,250000,7.4,7.6,6.6,8.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_055.jpg,2009 BMW M5,A,758,SUPER SALOONS,RWD,500,4012,90000,7.6,6.5,6.5,6.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_401.jpg,2008 BMW M3,A,745,SUPER SALOONS,RWD,414,3649,48000,7.3,6.3,6.3,6.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_050.jpg,2008 BMW Z4 M COUPE,A,710,MODERN SPORTS CARS,RWD,330,3296,82000,7.0,6.5,6.6,6.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_210.jpg,2005 BMW M3,A,706,RETRO SALOONS,RWD,332,3415,33000,7.0,6.1,6.4,5.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_378.jpg,2003 BMW M5,A,719,RETRO SALOONS,RWD,394,3900,30000,7.6,6.0,6.3,6.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_602.jpg?v=1,2002 BMW M3-GTR,A,765,TRACK TOYS,RWD,374,3095,120000,7.2,6.9,6.6,7.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_388.jpg,2002 BMW Z3 M COUPE,A,713,RETRO SPORTS CARS,RWD,315,3170,30000,6.8,6.1,6.4,6.1
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_031.jpg,1997 BMW M3,B,694,RETRO SALOONS,RWD,320,3219,35000,7.1,5.9,6.3,5.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_725.jpg?v=1,1995 BMW 850CSI,B,612,RETRO SPORTS CARS,RWD,371,4239,250000,7.3,5.2,6.1,5.1
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_213.jpg,1995 BMW M5,B,634,RETRO SALOONS,RWD,342,3772,25000,7.3,5.5,6.1,5.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_032.jpg,1991 BMW M3,C,586,RETRO SALOONS,RWD,214,2762,70000,6.4,5.4,6.0,5.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_209.jpg,1988 BMW M5,C,594,RETRO SALOONS,RWD,282,3230,54000,6.5,5.3,6.0,5.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_380.jpg,1988 BMW M5 FORZA EDITION,B,601,RETRO SALOONS,RWD,282,3230,304000,6.5,5.3,6.0,5.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_010.jpg,1981 BMW M1,B,652,RETRO SUPERCARS,RWD,277,2866,585000,6.6,5.4,6.1,5.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_170.jpg,1973 BMW 2002 TURBO,D,500,CLASSIC SPORTS CARS,RWD,168,2381,26000,5.8,4.6,5.5,4.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_413.jpg,1957 BMW ISETTA 300 EXPORT,D,100,CULT CARS,RWD,13,919,45000,3.2,4.0,3.3,4.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_483.jpg,2012 Bowler EXR S,A,760,EXTREME OFFROAD,AWD,550,3858,200000,6.8,6.2,8.8,6.0
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_654.jpg?v=1,2019 Bugatti DIVO,S2,958,EXTREME TRACK TOYS,AWD,1479,4321,250000,9.3,9.2,9.9,9.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_370.jpg,2018 Bugatti CHIRON,S2,938,HYPERCARS,AWD,1479,4398,2400000,10.0,8.3,9.8,8.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_372.jpg,2011 Bugatti VEYRON SUPER SPORT,S2,922,HYPERCARS,AWD,1182,4043,2200000,9.9,8.0,9.9,8.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_015.jpg,1992 Bugatti EB110 SUPER SPORT,S1,829,RETRO SUPERCARS,AWD,611,3126,1700000,8.5,7.1,9.2,7.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_511.jpg,1926 Bugatti TYPE 35 C,D,374,VINTAGE RACERS,RWD,95,1676,10000000,5.0,4.9,4.4,4.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_456.jpg,1987 Buick REGAL GNX,C,567,RETRO MUSCLE,RWD,300,3545,130000,6.5,4.7,5.6,4.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_622.jpg?v=1,1970 Buick GSX,C,572,CLASSIC MUSCLE,RWD,359,3874,250000,6.0,4.8,5.1,4.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_459.jpg,2016 Cadillac ATS-V,A,737,MODERN MUSCLE,RWD,464,3699,65000,7.5,6.2,6.4,6.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_297.jpg,2016 Cadillac CTS-V SEDAN,A,785,MODERN MUSCLE,RWD,639,4127,80000,7.7,6.2,6.3,6.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_235.jpg,2013 Cadillac XTS LIMOUSINE,C,534,SUPER SALOONS,FWD,304,5501,48500,6.1,5.7,4.6,5.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_592.jpg?v=1,2012 Cadillac ESCALADE ESV,C,564,SPORTS UTILITY HEROES,AWD,404,5981,250000,6.0,5.7,5.0,5.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_588.jpg?v=1,1959 Cadillac ELDORADO BIARRITZ CONVERTIBLE,D,400,RODS AND CUSTOMS,RWD,345,5060,60000,5.9,4.4,5.2,4.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_529.jpg?v=1,2018 Can-Am MAVERICK X RS TURBO R,B,692,OFFROADS BUGGIES,AWD,172,1656,25000,5.0,6.5,8.2,6.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_171.jpg,2013 Caterham SUPERLIGHT R500,S1,804,TRACK TOYS,RWD,263,1116,82000,6.4,6.9,6.8,7.1
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_341.jpg,2013 Caterham SUPERLIGHT R500 FORZA EDITION,S1,804,TRACK TOYS,RWD,263,1116,332000,6.4,7.0,6.7,7.1
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_734.jpg?v=1,2020 Chevrolet C8 CORVETTE STINGRAY COUPE,S1,830,MODERN SUPERCARS,RWD,495,3578,250000,7.5,7.6,7.7,7.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_555.jpg?v=1,2019 Chevrolet Corvette ZR1,S1,895,TRACK TOYS,RWD,755,3560,255000,8.1,8.5,7.5,9.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_556.jpg?v=1,2018 Chevrolet CAMARO ZL1 1LE,S1,849,TRACK TOYS,RWD,650,3836,105000,7.5,8.4,7.0,8.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_537.jpg?v=2,2018 Chevrolet Silverado 1500 DeBerti Design,S1,849,EXTREME TRACK TOYS,RWD,1006,3501,300000,7.2,7.6,6.6,7.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_460.jpg,2017 Chevrolet CAMARO ZL1,S1,848,MODERN MUSCLE,RWD,650,3882,60000,7.8,8.0,7.3,8.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_298.jpg,2017 Chevrolet CAMARO ZL1 PREORDER CAR,S1,900,MODERN MUSCLE,RWD,650,2866,60000,8.3,8.8,7.3,9.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_160.jpg,2017 Chevrolet COLORADO ZR2,C,598,OFFROAD,AWD,308,4733,46000,6.1,5.7,5.7,5.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_343.jpg,2015 Chevrolet CAMARO Z/28,S1,818,TRACK TOYS,RWD,505,3836,86000,7.2,7.7,6.6,8.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_123.jpg,2015 Chevrolet CORVETTE Z06,S1,871,MODERN MUSCLE,RWD,650,2875,110000,7.9,8.2,7.0,8.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_121.jpg,2009 Chevrolet CORVETTE ZR1,S1,824,MODERN MUSCLE,RWD,638,3351,125000,8.2,7.1,6.7,7.5
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_115.jpg,2002 Chevrolet CORVETTE Z06,A,748,RETRO MUSCLE,RWD,405,3120,35000,7.7,6.5,6.0,5.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_631.jpg?v=1,1996 Chevrolet Impala SS,C,510,RETRO MUSCLE,RWD,260,4037,250000,5.9,4.8,5.4,4.6
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_292.jpg,1995 Chevrolet CORVETTE ZR-1,A,741,RETRO MUSCLE,RWD,405,3505,45000,7.1,6.3,6.4,5.8
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_733.jpg?v=1,1990 Chevrolet CAMARO IROC-Z,C,512,RETRO MUSCLE,RWD,245,3627,250000,6.5,4.6,5.1,3.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_116.jpg,1988 Chevrolet MONTE CARLO SUPER SPORT,D,415,RETRO MUSCLE,RWD,180,3523,25000,5.9,4.5,5.0,3.9
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_103.jpg,1979 Chevrolet CAMARO Z28,D,460,CLASSIC MUSCLE,RWD,174,3560,35000,5.5,4.8,5.3,4.4
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_443.jpg,1970 Chevrolet CAMARO Z28,C,547,CLASSIC MUSCLE,RWD,359,3549,53000,6.0,4.7,5.2,4.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_106.jpg,1970 Chevrolet CHEVELLE SUPER SPORT 454,C,542,CLASSIC MUSCLE,RWD,450,3799,80000,5.6,4.6,5.1,4.3
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_605.jpg?v=1,1970 Chevrolet Chevelle Super Sport Barrett-Jackson Edition,A,757,CLASSIC MUSCLE,RWD,620,3898,105000,7.8,5.9,6.1,6.2
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_104.jpg,1970 Chevrolet CORVETTE ZR-1,B,605,CLASSIC MUSCLE,RWD,370,3373,310000,5.8,5.1,5.6,4.7
https://www.kudosprime.com/fh4/images/cars/side/fh4_car_381.jpg,1970 Chevrolet EL CAMINO SUPER SPORT 454,C,556,VANS AND UTILITY,RWD,450,3821,65000,6.6,4.6,5.0,4.3
